candidate,arm,tau_0.01,tau_0.02,tau_0.03,tau_0.05,tau_0.075,tau_0.1,tau_0.125,tau_0.15,tau_0.2,tau_0.25,tau_0.3,tau_0.375,tau_0.45,tau_0.55,tau_0.65,tau_0.75,tau_0.85,tau_1
"('The Placebo Effect', '2007')",net,-1.0,-1.0,-2.0,-3.0,-4.0,-4.0,-6.0,-6.0,-8.0,-8.0,-8.0,-4.0,0.0,1.0,6.0,12.0,15.0,23.0
"('The Rambling Man', '2007')",net,1.0,3.0,4.0,6.0,10.0,13.0,16.0,19.0,25.0,32.0,38.0,48.0,57.0,70.0,83.0,95.0,108.0,127.0
"('The Random Editor', '2007')",net,1.0,2.0,3.0,5.0,7.0,10.0,12.0,15.0,19.0,24.0,29.0,36.0,44.0,53.0,63.0,73.0,78.0,92.0
"('the undertow', '2007')",net,1.0,1.0,2.0,2.0,4.0,5.0,6.0,8.0,10.0,12.0,15.0,19.0,22.0,28.0,32.0,36.0,40.0,48.0
"('Thespian', '2007')",net,1.0,1.0,2.0,1.0,2.0,3.0,5.0,6.0,9.0,10.0,12.0,16.0,20.0,26.0,29.0,32.0,36.0,44.0
"('Tikiwont', '2007')",net,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0,8.0,9.0,10.0,12.0,15.0,18.0,21.0,24.0,29.0
"('TimVickers', '2007')",net,1.0,2.0,2.0,4.0,6.0,8.0,10.0,12.0,16.0,20.0,24.0,30.0,36.0,43.0,51.0,59.0,65.0,76.0
"('Tony Fox', '2007')",net,1.0,1.0,1.0,2.0,3.0,4.0,6.0,7.0,9.0,11.0,13.0,16.0,20.0,24.0,29.0,33.0,37.0,44.0
"('Tra', '2007')",net,1.0,1.0,1.0,2.0,3.0,4.0,6.0,7.0,9.0,11.0,14.0,17.0,20.0,25.0,29.0,34.0,38.0,45.0
"('Trebor Rowntree', '2007')",net,1.0,1.0,2.0,3.0,4.0,6.0,8.0,9.0,12.0,15.0,18.0,22.0,27.0,33.0,37.0,39.0,43.0,52.0
"('Trusilver', '2007')",net,1.0,2.0,3.0,5.0,7.0,10.0,12.0,14.0,17.0,22.0,27.0,32.0,38.0,47.0,56.0,65.0,73.0,87.0
"('TSO1D', '2007')",net,1.0,1.0,2.0,3.0,4.0,5.0,7.0,8.0,11.0,14.0,16.0,20.0,24.0,30.0,35.0,38.0,44.0,50.0
"('TwinsMetsFan', '2007')",net,1.0,1.0,2.0,3.0,4.0,6.0,7.0,9.0,11.0,13.0,16.0,20.0,24.0,30.0,34.0,40.0,45.0,49.0
"('Useight', '2007')",net,2.0,3.0,5.0,4.0,4.0,6.0,10.0,13.0,14.0,13.0,14.0,18.0,17.0,21.0,36.0,50.0,66.0,90.0
"('Vassyana', '2007')",net,1.0,2.0,3.0,4.0,7.0,9.0,11.0,14.0,17.0,21.0,26.0,33.0,39.0,45.0,51.0,52.0,53.0,63.0
"('VegaDark', '2007')",net,1.0,1.0,2.0,2.0,4.0,5.0,6.0,8.0,10.0,12.0,15.0,19.0,22.0,28.0,32.0,38.0,42.0,50.0
"('Veinor', '2007')",net,1.0,1.0,2.0,3.0,4.0,5.0,7.0,8.0,11.0,14.0,14.0,18.0,22.0,28.0,33.0,38.0,44.0,52.0
"('Versageek', '2007')",net,1.0,2.0,3.0,4.0,7.0,9.0,11.0,14.0,18.0,22.0,27.0,34.0,40.0,50.0,58.0,68.0,76.0,90.0
"('VirtualSteve', '2007')",net,1.0,2.0,2.0,4.0,6.0,8.0,10.0,12.0,16.0,20.0,24.0,30.0,36.0,43.0,51.0,59.0,67.0,77.0
"('Visviva', '2007')",net,1.0,1.0,2.0,3.0,5.0,6.0,8.0,10.0,13.0,16.0,20.0,24.0,27.0,34.0,40.0,47.0,53.0,63.0
"('Wafulz', '2007')",net,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,12.0,15.0,18.0,21.0,25.0,29.0,33.0,39.0
"('Waggers', '2007')",net,1.0,1.0,1.0,2.0,3.0,4.0,4.0,5.0,7.0,9.0,11.0,14.0,16.0,19.0,22.0,26.0,30.0,35.0
"('Walton monarchist89', '2007')",net,1.0,2.0,3.0,4.0,5.0,5.0,7.0,8.0,12.0,14.0,18.0,23.0,27.0,34.0,41.0,50.0,52.0,56.0
"('Walton One', '2007')",net,2.0,3.0,4.0,6.0,10.0,15.0,17.0,20.0,27.0,36.0,42.0,43.0,55.0,66.0,66.0,72.0,82.0,89.0
"('Wassupwestcoast', '2007')",net,1.0,1.0,2.0,1.0,-1.0,-2.0,0.0,1.0,2.0,5.0,4.0,2.0,6.0,9.0,15.0,21.0,25.0,29.0
"('William Pietri', '2007')",net,1.0,1.0,2.0,4.0,5.0,7.0,9.0,11.0,14.0,17.0,21.0,26.0,28.0,33.0,40.0,46.0,50.0,61.0
"('WilyD', '2007')",net,1.0,1.0,1.0,2.0,3.0,4.0,6.0,7.0,7.0,9.0,11.0,14.0,16.0,20.0,24.0,28.0,32.0,35.0
"('Wimt', '2007')",net,1.0,2.0,2.0,4.0,6.0,8.0,10.0,12.0,16.0,20.0,24.0,30.0,36.0,44.0,50.0,58.0,66.0,77.0
"('Wizardman', '2007')",net,1.0,1.0,2.0,3.0,5.0,4.0,6.0,8.0,11.0,14.0,16.0,20.0,25.0,30.0,35.0,40.0,46.0,54.0
"('WJBscribe', '2007')",net,1.0,3.0,4.0,7.0,10.0,13.0,16.0,20.0,26.0,33.0,39.0,49.0,59.0,72.0,85.0,98.0,111.0,129.0
"('WODUP', '2007')",net,1.0,1.0,2.0,3.0,3.0,4.0,5.0,7.0,10.0,13.0,17.0,22.0,27.0,33.0,40.0,47.0,53.0,63.0
"('Woodym555', '2007')",net,1.0,1.0,2.0,3.0,4.0,6.0,7.0,9.0,12.0,14.0,17.0,22.0,26.0,32.0,38.0,44.0,49.0,58.0
"('Wrp103', '2007')",net,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,4.0,5.0,8.0,12.0,16.0,22.0,28.0,31.0,36.0
"('Xdamr', '2007')",net,1.0,1.0,1.0,2.0,4.0,5.0,6.0,7.0,9.0,12.0,14.0,18.0,21.0,26.0,31.0,35.0,40.0,47.0
"('xDanielx', '2007')",net,1.0,1.0,2.0,3.0,5.0,6.0,8.0,7.0,9.0,10.0,13.0,14.0,18.0,22.0,26.0,26.0,33.0,42.0
"('Xiner', '2007')",net,-1.0,-1.0,0.0,2.0,3.0,5.0,7.0,8.0,11.0,13.0,16.0,21.0,25.0,31.0,37.0,42.0,48.0,58.0
"('Xnuala', '2007')",net,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,12.0,15.0,18.0,22.0,26.0,30.0,32.0,36.0
"('Yamamoto Ichiro', '2007')",net,1.0,0.0,0.0,2.0,4.0,6.0,7.0,9.0,10.0,14.0,16.0,19.0,25.0,28.0,34.0,40.0,42.0,46.0
"('Yandman', '2007')",net,1.0,1.0,2.0,3.0,5.0,7.0,9.0,10.0,14.0,17.0,21.0,26.0,29.0,32.0,33.0,37.0,42.0,52.0
"('Yannismarou', '2007')",net,1.0,2.0,3.0,6.0,8.0,11.0,14.0,17.0,23.0,28.0,34.0,42.0,51.0,62.0,73.0,85.0,94.0,111.0
"('Yonatan', '2007')",net,1.0,1.0,2.0,3.0,4.0,5.0,7.0,8.0,11.0,13.0,16.0,20.0,24.0,29.0,34.0,40.0,45.0,53.0
"('Zzuuzz', '2007')",net,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,13.0,16.0,19.0,23.0,26.0,31.0,33.0,39.0
"('AgÃ¼eybanÃ¡', '2007')",net,1.0,2.0,2.0,4.0,6.0,8.0,8.0,10.0,13.0,9.0,6.0,6.0,6.0,-1.0,-2.0,-2.0,-3.0,-9.0
"('AKMask', '2007')",net,1.0,2.0,3.0,5.0,8.0,10.0,13.0,15.0,21.0,26.0,31.0,37.0,36.0,39.0,44.0,51.0,52.0,45.0
"('Aktron', '2007')",net,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,6.0,5.0,5.0,7.0,8.0,8.0,5.0,5.0,5.0,4.0
"('Alex43223', '2007')",net,-1.0,-1.0,0.0,0.0,1.0,1.0,3.0,4.0,7.0,9.0,10.0,14.0,12.0,11.0,16.0,16.0,14.0,12.0
"('Amarkov', '2007')",net,1.0,2.0,3.0,4.0,7.0,9.0,11.0,9.0,5.0,2.0,2.0,1.0,1.0,-2.0,-3.0,-6.0,-9.0,-18.0
"('Anthony cfc', '2007')",net,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,6.0,7.0,9.0,8.0,6.0,5.0,4.0,2.0
"('Anynobody', '2007')",net,-1.0,-1.0,-1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,-2.0,-4.0,-4.0,-7.0,-8.0,-13.0
"('Arkyan', '2007')",net,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,4.0,3.0,5.0,8.0,10.0,12.0,12.0,12.0,13.0
"('Badlydrawnjeff', '2007')",net,2.0,1.0,1.0,2.0,6.0,9.0,7.0,7.0,13.0,14.0,18.0,20.0,22.0,25.0,26.0,29.0,32.0,28.0
"('Barneca', '2007')",net,1.0,1.0,1.0,2.0,3.0,5.0,6.0,7.0,9.0,12.0,12.0,11.0,11.0,11.0,10.0,12.0,13.0,18.0
"('Ben', '2007')",net,1.0,2.0,3.0,5.0,7.0,10.0,10.0,9.0,10.0,14.0,11.0,11.0,10.0,11.0,14.0,18.0,19.0,22.0
"('Betacommand', '2007')",net,0.0,1.0,1.0,0.0,3.0,6.0,7.0,6.0,5.0,5.0,9.0,7.0,4.0,5.0,-6.0,-6.0,-9.0,-20.0
"('Billy', '2007')",net,-1.0,-1.0,-1.0,-2.0,-3.0,-4.0,-4.0,-5.0,-5.0,-7.0,-8.0,-11.0,-10.0,-12.0,-12.0,-12.0,-16.0,-20.0
"('Blueboy96', '2007')",net,0.0,0.0,0.0,1.0,2.0,3.0,4.0,3.0,1.0,1.0,2.0,5.0,4.0,5.0,7.0,11.0,7.0,7.0
"('Booksworm', '2007')",net,1.0,1.0,1.0,2.0,4.0,5.0,6.0,7.0,10.0,12.0,14.0,18.0,18.0,17.0,12.0,8.0,5.0,6.0
"('Booyabazooka', '2007')",net,-1.0,-1.0,-1.0,-1.0,-1.0,-3.0,-2.0,-3.0,-3.0,-1.0,0.0,0.0,3.0,5.0,7.0,9.0,11.0,13.0
"('Boricuaeddie', '2007')",net,1.0,1.0,1.0,2.0,3.0,4.0,6.0,5.0,6.0,8.0,10.0,11.0,11.0,12.0,13.0,11.0,14.0,9.0
"('BostonMA', '2007')",net,1.0,3.0,4.0,7.0,8.0,8.0,8.0,12.0,16.0,18.0,21.0,30.0,37.0,45.0,47.0,45.0,50.0,46.0
"('Budgiekiller', '2007')",net,1.0,2.0,1.0,3.0,4.0,6.0,9.0,12.0,14.0,13.0,16.0,24.0,27.0,37.0,42.0,43.0,39.0,41.0
"('Bushcarrot', '2007')",net,-1.0,-1.0,-1.0,-2.0,-3.0,-4.0,-5.0,-6.0,-6.0,-8.0,-9.0,-10.0,-13.0,-16.0,-18.0,-22.0,-26.0,-29.0
"('Captain panda', '2007')",net,1.0,1.0,2.0,1.0,0.0,0.0,3.0,6.0,7.0,5.0,3.0,3.0,8.0,18.0,31.0,37.0,33.0,31.0
"('Captmondo', '2007')",net,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,6.0,4.0,5.0,6.0,10.0,8.0,5.0,7.0,14.0
"('Chacor', '2007')",net,1.0,2.0,3.0,3.0,6.0,8.0,11.0,14.0,17.0,19.0,19.0,16.0,17.0,12.0,7.0,11.0,3.0,3.0
"('Chrishomingtang', '2007')",net,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,5.0,6.0,6.0,4.0,2.0,0.0,-1.0,-3.0,-7.0
"('Clamster5', '2007')",net,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,6.0,8.0,7.0,6.0,6.0,5.0
"('Clawson', '2007')",net,1.0,1.0,2.0,3.0,4.0,5.0,7.0,8.0,9.0,11.0,14.0,18.0,22.0,25.0,22.0,22.0,22.0,18.0
"('Cobi', '2007')",net,-1.0,0.0,1.0,7.0,7.0,10.0,8.0,13.0,22.0,30.0,37.0,49.0,49.0,73.0,82.0,87.0,90.0,95.0
"('Cometstyles', '2007')",net,-1.0,0.0,-1.0,1.0,-1.0,-3.0,-2.0,0.0,6.0,11.0,16.0,24.0,33.0,39.0,36.0,32.0,29.0,27.0
"('Daniel.Cardenas', '2007')",net,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,-2.0,-4.0,-4.0,-5.0,-5.0,-6.0,-7.0,-6.0,-4.0,-4.0,-7.0
"('Danielfolsom', '2007')",net,1.0,1.0,1.0,2.0,4.0,5.0,6.0,7.0,5.0,5.0,3.0,3.0,5.0,2.0,-1.0,3.0,4.0,6.0
"('Dantheman531', '2007')",net,1.0,1.0,0.0,1.0,3.0,4.0,6.0,7.0,6.0,8.0,11.0,14.0,13.0,13.0,12.0,14.0,21.0,22.0
"('Dark Dragon Flame', '2007')",net,1.0,1.0,1.0,0.0,-1.0,-2.0,-3.0,-2.0,-3.0,-3.0,-2.0,-3.0,-2.0,-3.0,-2.0,0.0,0.0,3.0
"('David.Mestel', '2007')",net,0.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-3.0,-4.0,-4.0,-3.0,-2.0,1.0,4.0,5.0,8.0
"('Davnel03', '2007')",net,-1.0,-1.0,-1.0,-2.0,-2.0,-3.0,-4.0,-5.0,-6.0,-8.0,-10.0,-12.0,-12.0,-14.0,-17.0,-20.0,-23.0,-28.0
"('Dev920', '2007')",net,2.0,4.0,5.0,7.0,11.0,15.0,19.0,24.0,24.0,21.0,18.0,18.0,21.0,21.0,25.0,22.0,28.0,30.0
"('Diez2', '2007')",net,1.0,1.0,0.0,1.0,2.0,3.0,5.0,4.0,5.0,8.0,10.0,12.0,12.0,13.0,14.0,10.0,13.0,13.0
"('Dihydrogen Monoxide', '2007')",net,1.0,3.0,4.0,6.0,9.0,13.0,10.0,13.0,13.0,13.0,12.0,12.0,16.0,14.0,12.0,8.0,4.0,-3.0
"('Dream out loud', '2007')",net,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0,5.0,4.0,6.0,8.0,9.0,12.0,10.0,7.0
"('Drmaik', '2007')",net,-1.0,-1.0,-1.0,-1.0,-2.0,-3.0,-3.0,-4.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-6.0,-7.0,-6.0,-7.0
"('Errabee', '2007')",net,1.0,2.0,3.0,5.0,8.0,10.0,11.0,14.0,17.0,22.0,25.0,33.0,39.0,34.0,41.0,45.0,43.0,39.0
"('Eukesh', '2007')",net,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,2.0,5.0,6.0,12.0,12.0,14.0,14.0
"('Everyking', '2007')",net,2.0,2.0,1.0,-1.0,-2.0,-4.0,-4.0,-3.0,-7.0,-6.0,-8.0,-12.0,-18.0,-19.0,-20.0,-17.0,-13.0,-20.0
"('Fan-1967', '2007')",net,1.0,1.0,2.0,3.0,5.0,7.0,6.0,6.0,8.0,8.0,8.0,10.0,7.0,10.0,10.0,3.0,-1.0,-5.0
"('Flameviper', '2007')",net,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,-3.0,-5.0,-8.0,-8.0,-10.0,-12.0,-13.0,-12.0,-16.0,-20.0,-28.0
"('Froth', '2007')",net,-1.0,-2.0,-2.0,-2.0,1.0,2.0,0.0,-2.0,1.0,-1.0,-3.0,-1.0,3.0,4.0,7.0,12.0,17.0,22.0
"('Fyre2387', '2007')",net,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,6.0,7.0,6.0,6.0,5.0,5.0,8.0,7.0,6.0,3.0
"('Gay Cdn', '2007')",net,1.0,0.0,0.0,-1.0,1.0,3.0,3.0,2.0,5.0,5.0,7.0,12.0,12.0,14.0,13.0,11.0,9.0,9.0
"('Gracenotes', '2007')",net,3.0,6.0,6.0,12.0,19.0,26.0,32.0,39.0,51.0,55.0,60.0,68.0,79.0,87.0,103.0,100.0,108.0,129.0
"('Grubber', '2007')",net,-1.0,-1.0,-1.0,0.0,-1.0,-2.0,-3.0,-3.0,-4.0,-4.0,-6.0,-4.0,-7.0,-5.0,-7.0,-5.0,-3.0,-3.0
"('Gurch', '2007')",net,1.0,2.0,3.0,3.0,5.0,7.0,10.0,12.0,17.0,22.0,26.0,33.0,38.0,30.0,37.0,36.0,39.0,39.0
"('Hdt83', '2007')",net,-1.0,-3.0,-3.0,-6.0,-11.0,-10.0,-9.0,-12.0,-13.0,-12.0,-9.0,-8.0,-10.0,-4.0,-7.0,5.0,11.0,16.0
"('Hersfold', '2007')",net,1.0,1.0,1.0,2.0,4.0,2.0,3.0,4.0,2.0,5.0,9.0,8.0,12.0,15.0,13.0,15.0,9.0,13.0
"('HisSpaceResearch', '2007')",net,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,-2.0,-1.0,-3.0,-6.0,-6.0,-9.0,-12.0,-12.0
"('Ibaranoff24', '2007')",net,1.0,1.0,1.0,0.0,-2.0,-3.0,-3.0,-3.0,-2.0,-6.0,-6.0,-7.0,-6.0,-7.0,-6.0,-7.0,-2.0,0.0
"('Imdanumber1', '2007')",net,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,4.0,5.0,4.0,3.0,1.0,2.0,0.0
"('IronDuke', '2007')",net,1.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,5.0,3.0,2.0,1.0,2.0,5.0,3.0,3.0,3.0,2.0
"('Ishikawa Minoru', '2007')",net,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,1.0,2.0,1.0,-1.0,-2.0,0.0,0.0,-3.0,0.0,2.0,4.0
"('IvoShandor', '2007')",net,1.0,2.0,3.0,5.0,3.0,1.0,0.0,2.0,3.0,5.0,8.0,12.0,17.0,20.0,22.0,23.0,24.0,31.0
"('Jakew', '2007')",net,1.0,1.0,0.0,-1.0,-2.0,-1.0,-1.0,-2.0,-2.0,-4.0,-7.0,-5.0,-2.0,3.0,5.0,9.0,9.0,7.0
"('Joebengo', '2007')",net,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,-1.0,1.0,-5.0
"('Jor', '2007')",net,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0,0.0,2.0,3.0,2.0,0.0,2.0
"('JP06035', '2007')",net,1.0,1.0,1.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-7.0
"('Jrockley', '2007')",net,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,-2.0,-2.0,-3.0,-4.0,-3.0,-4.0,-6.0,-8.0,-10.0
"('JuJube', '2007')",net,1.0,1.0,2.0,3.0,5.0,7.0,8.0,10.0,14.0,17.0,19.0,25.0,30.0,34.0,37.0,34.0,30.0,29.0
"('Karrmann', '2007')",net,-1.0,-1.0,-1.0,0.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,0.0,-4.0
"('KyraVixen', '2007')",net,1.0,1.0,0.0,1.0,2.0,1.0,3.0,4.0,7.0,10.0,13.0,17.0,20.0,23.0,27.0,27.0,26.0,25.0
"('Kyriakos', '2007')",net,1.0,1.0,0.0,-1.0,1.0,2.0,3.0,5.0,9.0,10.0,11.0,11.0,8.0,12.0,15.0,15.0,20.0,28.0
"('Kzrulzuall', '2007')",net,1.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,5.0,7.0,5.0,3.0,4.0,5.0,8.0,4.0,0.0,0.0
"('Lankybugger', '2007')",net,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,-1.0,-2.0,-3.0,-1.0
"('Lincalinca', '2007')",net,1.0,1.0,1.0,2.0,4.0,3.0,4.0,3.0,6.0,6.0,7.0,8.0,12.0,14.0,15.0,14.0,11.0,10.0
"('Loom91', '2007')",net,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,2.0,2.0,5.0,5.0,0.0
"('Maelwys', '2007')",net,1.0,1.0,2.0,1.0,3.0,4.0,6.0,6.0,8.0,11.0,12.0,12.0,14.0,18.0,20.0,22.0,23.0,25.0
"('Magioladitis', '2007')",net,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,8.0,9.0,6.0,7.0,7.0,5.0,4.0,6.0,5.0
"('Majorly', '2007')",net,2.0,4.0,6.0,7.0,11.0,15.0,20.0,25.0,34.0,43.0,51.0,62.0,69.0,87.0,97.0,108.0,121.0,115.0
"('Malleus Fatuarum', '2007')",net,1.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,1.0,2.0,5.0,5.0,6.0,8.0
"('MatthewFenton', '2007')",net,1.0,1.0,1.0,0.0,-1.0,-1.0,-2.0,-3.0,-3.0,-2.0,-2.0,-4.0,-4.0,-7.0,-8.0,-12.0,-15.0,-19.0
"('Max Naylor', '2007')",net,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-3.0,-7.0,-7.0,-6.0,-9.0,-9.0,-10.0,-6.0,-3.0,4.0
"('Melsaran', '2007')",net,1.0,1.0,1.0,2.0,4.0,5.0,4.0,5.0,4.0,6.0,7.0,7.0,9.0,10.0,11.0,10.0,9.0,4.0
"('Member', '2007')",net,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,-5.0
"('MER-C', '2007')",net,2.0,1.0,1.0,4.0,8.0,10.0,12.0,15.0,18.0,21.0,20.0,25.0,28.0,30.0,32.0,33.0,34.0,40.0
"('Mercury', '2007')",net,-1.0,-1.0,-2.0,-2.0,-4.0,-5.0,-7.0,-8.0,-10.0,-8.0,-8.0,-12.0,-13.0,-14.0,-17.0,-16.0,-14.0,-17.0
"('Michaelbusch', '2007')",net,1.0,1.0,2.0,3.0,4.0,6.0,7.0,9.0,11.0,14.0,15.0,17.0,16.0,15.0,10.0,10.0,6.0,2.0
"('N', '2007')",net,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-2.0,-3.0,-4.0,-4.0,-5.0,-6.0,-7.0,-9.0,-10.0,-12.0,-11.0
"('Natl1', '2007')",net,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-3.0,-4.0,-1.0,-1.0,0.0,3.0,1.0,0.0,-3.0
"('NHRHS2010', '2007')",net,1.0,1.0,1.0,0.0,1.0,2.0,3.0,2.0,1.0,-1.0,-1.0,-1.0,-2.0,-4.0,-2.0,-3.0,-4.0,-5.0
"('Nima Baghaei', '2007')",net,-1.0,-1.0,-2.0,-2.0,-4.0,-5.0,-6.0,-8.0,-9.0,-10.0,-11.0,-11.0,-12.0,-12.0,-14.0,-19.0,-23.0,-28.0
"('OhanaUnited', '2007')",net,1.0,2.0,2.0,4.0,6.0,8.0,10.0,9.0,13.0,17.0,21.0,26.0,27.0,34.0,31.0,31.0,31.0,27.0
"('Otto4711', '2007')",net,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-2.0,-3.0,-4.0,-4.0,-5.0,-6.0,-9.0,-11.0,-14.0,-16.0,-19.0
"('Ozgod', '2007')",net,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,4.0,5.0,7.0,10.0,11.0,12.0,14.0,12.0,10.0
"('P.B. Pilhet', '2007')",net,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-3.0,-3.0,-3.0,-2.0,-2.0,-2.0,-3.0,-4.0,-5.0,-7.0,-8.0
"('PaxEquilibrium', '2007')",net,1.0,1.0,2.0,3.0,5.0,6.0,6.0,5.0,6.0,6.0,8.0,9.0,6.0,6.0,5.0,4.0,6.0,8.0
"('Peregrine Fisher', '2007')",net,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,1.0,1.0,-1.0,-1.0,-3.0,-3.0
"('PrestonH', '2007')",net,1.0,1.0,1.0,0.0,1.0,0.0,-1.0,-2.0,0.0,2.0,4.0,5.0,4.0,4.0,6.0,7.0,10.0,6.0
"('ProtectionBot', '2007')",net,0.0,0.0,2.0,5.0,9.0,15.0,21.0,25.0,33.0,38.0,46.0,61.0,72.0,83.0,99.0,115.0,126.0,143.0
"('Pupster21', '2007')",net,0.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,-2.0,-2.0,-4.0,-8.0,-7.0,-11.0,-14.0,-20.0,-23.0,-29.0
"('R', '2007')",net,0.0,3.0,5.0,8.0,10.0,16.0,20.0,25.0,28.0,32.0,32.0,38.0,48.0,50.0,51.0,57.0,60.0,65.0
"('Reaper X', '2007')",net,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,4.0,2.0
"('Remember the dot', '2007')",net,1.0,2.0,2.0,4.0,6.0,7.0,9.0,11.0,15.0,19.0,22.0,26.0,28.0,28.0,32.0,28.0,30.0,37.0
"('Retiono Virginian', '2007')",net,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,-3.0,-4.0,-5.0,-6.0,-6.0,-10.0,-8.0,-10.0,-14.0,-20.0
"('RevRagnarok', '2007')",net,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,6.0,9.0,8.0,7.0,6.0,13.0,15.0,13.0,15.0,20.0
"('Rudget', '2007')",net,1.0,1.0,2.0,3.0,4.0,5.0,7.0,8.0,11.0,12.0,14.0,18.0,20.0,22.0,21.0,24.0,26.0,22.0
"('RyanLupin', '2007')",net,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,-1.0,-3.0,-4.0,-4.0,-3.0,-6.0,-5.0,-5.0,-7.0,-9.0
"('Scharks', '2007')",net,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,0.0,0.0,-1.0,0.0,-2.0,0.0,1.0,-1.0,1.0,4.0,3.0,5.0
"('Scott5114', '2007')",net,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,5.0,4.0,2.0,4.0,5.0,4.0,6.0,5.0,4.0,4.0
"(""Serpent's Choice"", '2007')",net,-1.0,-1.0,-1.0,0.0,2.0,3.0,4.0,3.0,6.0,7.0,8.0,9.0,9.0,10.0,11.0,14.0,15.0,18.0
"('shoeofdeath', '2007')",net,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,-1.0,-2.0,-2.0,-2.0,-1.0,2.0,3.0,7.0,8.0,5.0
"('Simply south', '2007')",net,1.0,1.0,1.0,2.0,4.0,5.0,6.0,7.0,8.0,10.0,12.0,15.0,16.0,17.0,18.0,21.0,21.0,16.0
"('Siva1979', '2007')",net,1.0,3.0,4.0,7.0,9.0,12.0,15.0,17.0,21.0,24.0,22.0,20.0,15.0,17.0,22.0,13.0,8.0,4.0
"('SJP', '2007')",net,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,5.0,4.0,6.0,7.0,9.0,6.0,4.0,3.0,0.0,-4.0
"('Skully Collins', '2007')",net,-1.0,-1.0,-1.0,-2.0,-3.0,-4.0,-5.0,-4.0,-3.0,-4.0,-4.0,-3.0,-2.0,-4.0,0.0,-2.0,-1.0,-4.0
